id;canceled;code;group;week;code_week;mon;tue;wed;thu;fri;sat;sun;sum2;sum;workingtimeweek1;Krankheit;corona;quarantäne;krank_;Ferien;urlaub;holidays_;elternzeit;workingtimeweek2;weekcope1;weekcope2;weekmakrostress;begin;end;duration;handover;version;MO2;DI3;MI4;DO5;FR6;SA7;SO8;;
12509;0;9443D5GQUC;TG-3;G3W1;9443D5GQUC_G3W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;Entfall von Stunden wegen Exkursion;;;;03.04.2022 16:08;03.04.2022 16:10;130;03.04.2022 16:10;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
15081;0;9LB9NYU3VL;TG-4;G4W1;9LB9NYU3VL_G4W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;1;;;;0;;;0;0;;;;;10.04.2022 13:28;10.04.2022 13:29;60;10.04.2022 13:29;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
32935;0;9LB9NYU3VL;TG-4;G4W3;9LB9NYU3VL_G4W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;keine Arbeitszeit;;1;0;Ferien;;;;20.06.2022 18:01;20.06.2022 18:02;45;20.06.2022 18:02;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
12655;0;9LVTLBYKZH;TG-3;G3W1;9LVTLBYKZH_G3W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;1;;;;0;;;0;0;;Yoga und Kraftsport. ;Körperliche Aktivität hilft mir die Ereignisse zu verarbeiten.;Soweit war es der normale Wahnsinn. Ich müsste eigentlich noch die Abschlussprüfung Teil 1 korrigieren und meinen Teil zur Bildungsplankommission beitragen, aber ich musste am Wochenende verputzen.;03.04.2022 21:40;03.04.2022 21:54;842;03.04.2022 21:54;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
45156;0;A6M3VK7TGT;TG-3;G3W5;A6M3VK7TGT_G3W5;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;;;;;25.09.2022 15:56;25.09.2022 18:34;9480;25.09.2022 18:34;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
5534;0;CD8DGQN56T;TG-1;G1W1;CD8DGQN56T_G1W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;2;;;;0;;;0;0;zur Frage 1, Nettoarbeitszeit: habe das nicht notiert, ist nachträglich nicht zu ermitteln, da Arbeitstag oft in mehrere Abschnitte, mal kurz mal lang, gestückelt ist.                             zur Beschreibung: 2 Konferenzen und eine ganztägige Schilf;Mich manchmal etwas geärgert, Sport ;Sport ist hilfreich, Ärgern nicht;Belastung durch Kriegssituation in Ukraine;20.03.2022 21:58;20.03.2022 22:08;620;20.03.2022 22:08;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
17216;0;EH1V38XMDC;TG-5;G5W1;EH1V38XMDC_G5W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;2;;;;0;keine Arbeitszeit;;1;0;rückenwind am ersten Ferientag;zeitig schlafen gegangen ;war i.o. ;;17.04.2022 08:15;17.04.2022 19:35;40811;17.04.2022 19:35;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
29479;0;EPSKYM3U4W;TG-1;G1W3;EPSKYM3U4W_G1W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;Feiertag und Brückentag;Fahrrad fahren;entspannt mich immer;;29.05.2022 20:37;29.05.2022 20:47;618;29.05.2022 20:48;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
20810;0;EUPKESVG7A;TG-2;G2W2;EUPKESVG7A_G2W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;krank;;;1;;;0;0;Krankmeldung ;;;;02.05.2022 09:08;02.05.2022 09:09;65;02.05.2022 09:09;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
31733;0;EUPKESVG7A;TG-2;G2W3;EUPKESVG7A_G2W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;krank;;;1;;;0;0;Krankmeldung ;;;;05.06.2022 13:05;05.06.2022 13:06;48;05.06.2022 13:06;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
38173;0;EUPKESVG7A;TG-2;G2W4;EUPKESVG7A_G2W4;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;krank;;;1;;;0;0;Krankmeldung ;;;;10.07.2022 13:34;10.07.2022 13:35;54;10.07.2022 13:35;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
42109;0;G1US8TE8WN;TG-1;G1W5;G1US8TE8WN_G1W5;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;keine Arbeitszeit;1;0;Urlaub ;kein Stress erlebt;Urlaubist sehr hilfreich ;;07.08.2022 12:38;07.08.2022 12:42;216;07.08.2022 12:36;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
17980;0;GXE815PM55;TG-1;G1W2;GXE815PM55_G1W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;keine Arbeitszeit;keine Arbeitszeit;1;0;Ich bin während der Ferien eine Woche in den Urlaub gefahren;;;;25.04.2022 10:53;25.04.2022 10:54;65;25.04.2022 10:54;35;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
6128;0;K51QXZBWVB;TG-1;G1W1;K51QXZBWVB_G1W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;krank;;;1;;;0;0;Weil ich von Dienstag bis Sonntag erkrankt war;Danach ablenken (Ausruhen, andere Dinge machen);Nicht ausreichend, Erholungsphasen fehlten;Erkrankung der ganzen Familie;21.03.2022 19:58;21.03.2022 20:01;186;21.03.2022 20:01;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
9012;0;K5VTDRV5EY;TG-2;G2W1;K5VTDRV5EY_G2W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;;;;;27.03.2022 10:32;27.03.2022 10:34;84;27.03.2022 10:34;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
32241;0;KBDSC4Y4DW;TG-3;G3W3;KBDSC4Y4DW_G3W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;keine Arbeitszeit;;1;0;Da diese Woche Pfingstferien sind, fällt ja der Unterricht weg. Ich habe zunächst Abschlussprüfungen und dann eine vor den Ferien geschriebene Klassenarbeit korrigiert.;Durch Bewegung, Atemübungen und Belohnungen durch Dinge, die ich gerne mache, kann ich meist dem Stress entgegen wirken. Während der Ferien ist dies leichter also in der Unterrichtszeit.;Es hat, wie meist, funktioniert.;Nein;12.06.2022 23:32;12.06.2022 23:36;245;12.06.2022 23:36;35;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
23171;0;LB4ZW64LRC;TG-3;G3W2;LB4ZW64LRC_G3W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;"Viele Prüfungen und Aufsichten. Unterricht ausgefallen oder durch Aufgaben ersetzt. Dafür am Wochenende einiges zu korrigieren. Nutze ich das WE nicht, häuft sich die Arbeit in der nächsten Woche.
Die genauen Arbeitszeiten habe ich vergessen zu notieren.";Korrekturen möglichst schnell abarbeiten, nichts aufschieben. Zwischendurch Pausen machen. Zähne zusammenbeißen. 10 km mit dem Rad zur Schule fahren.;Rad fahren war gut als Ausgleich. Nichts aufschieben lässt den Berg nicht anwachsen, baut aber kurzfristig kaum Stress ab. Gegen den Frust der geringen Leistungsbereitschaft der SuS fühle ich mich machtlos.;Mein Auto war die ganze Woche in der Werkstatt. Das hat mir den Kick zum Radfahren gegeben, obwohl ich einen Leihwagen hatte. Es war angenehm und ermüdend zugleich (Muskelkater am Freitag).;08.05.2022 22:01;08.05.2022 22:12;679;08.05.2022 22:12;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
32243;0;LB4ZW64LRC;TG-3;G3W3;LB4ZW64LRC_G3W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;krank;;;1;;;0;0;Ich war krank (seit Mittwoch) und werde den Rest der Korrekturen in der 2. Ferienwoche machen müssen. (Gesund bin ich aber noch nicht.);Viel tagsüber geschlafen (bis zu 3 Stunden), um ein Defizit auszugleichen und privat gelesen bzw. geschrieben, um abzuschalten.;Das viele Schlafen war schon hilfreich, aber es erschreckt mich, wie viel Schlafdefizit ich jede Ferien ausgleichen muss. Bei anderen Aktivitäten habe ich immer ein schlechtes Gewissen. Denke auch, ich hätte trotz Krankheit korrigieren müssen.;Seit Donnerstag Magenschmerzen, die am Sonntag sehr stark wurden. Werde zum Arzt gehen. Fürchte, dass es auch stressbedingt ist, sich aber erst in den Ferien geäußert hat, als ich vom Hauptstress heruntergekommen bin.;13.06.2022 02:29;13.06.2022 02:39;600;13.06.2022 02:39;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
39841;0;LZUVCHL5EQ;TG-3;G3W4;LZUVCHL5EQ_G3W4;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;2;;;;0;;;0;0;Zusätzliche Prüfungsaufsicht und Konferenzen;Sport;Gut;;18.07.2022 23:16;18.07.2022 23:18;119;18.07.2022 23:18;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
27795;0;MURRGLTY1F;TG-4;G4W2;MURRGLTY1F_G4W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;meine Arbeitszeiten bez. Korrekturen sind von mir für letze Woche als Nettoarbeitszeit erfasst worden. Letzen Sonntag frei genomen, da da WE zuvor gearbeitet. alles weitere aufgund akt. Belastung gerade unmöglich: 1 BK Prüfung 28 SuS 9 KBS Klassen;nichts, extrem müde, erschöpft und sehr reizbar, da Wohnsituation extem helhörig und durch Lärmbelastung Schlaf nicht möglich ist und Dauertress, seit 21.10.21 Korrekturen durchgehend. zu den Prüfungen laufen KA für weitere 7 Klassen weiter. ;zusätzlich ist chron. Erkrankung aktuell weiterer Faktor, der ermüdet ;"weitere Belastung, dass trotz vesch. päd. Stunden, Zeit mit SuS in einzelnen Klassen, hier konkret Sprachunterricht, nicht möglich ist, da die SuS völlig unvorbereitet in den Unterricht kommen: Keinerlei Vokabeln lernen, HA etc Folgen der Pandmie; BSV ";16.05.2022 10:28;21.05.2022 21:04;470185;21.05.2022 21:04;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
27867;0;MZF2L91PWU;TG-5;G5W2;MZF2L91PWU_G5W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;2;;;;0;;;0;0;Fertigstellung der Feinplanung zur Studienfahrt;Termindruck durch Fristen abgearbeitet zulasten von Korrekturarbeiten;Wenig hilfreich, ich konnte auch nichts delegieren. Unterricht zT improvisiert;Zwei Tage Wanderwochenende allein unter Frauen, die Aussicht auf diese Auszeit gab Energie ;22.05.2022 00:04;22.05.2022 14:41;52626;22.05.2022 14:41;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
32802;0;PNAQ9NU3WW;TG-4;G4W3;PNAQ9NU3WW_G4W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;keine Arbeitszeit;keine Arbeitszeit;1;0;Ferien bzw. Erholungsurlaub ;Entspannung im Freien;;;20.06.2022 12:25;20.06.2022 12:27;151;20.06.2022 12:27;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
17929;0;R5DW8TSP2W;TG-1;G1W2;R5DW8TSP2W_G1W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;keine Arbeitszeit;;1;0;Es waren Osterferien und ich hatte meine Korrekturen bewusst schon in der ersten halben Woche erledigt.;;;;25.04.2022 08:01;25.04.2022 08:02;84;25.04.2022 08:02;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
9418;0;R89HQCH34X;TG-2;G2W1;R89HQCH34X_G2W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;"Eine Klasse war im Schullandheim
";Yoga, Ruhe bewahren ;Es ist mir recht gut gelungen, mich abzugrenzen;;28.03.2022 12:27;28.03.2022 12:31;228;28.03.2022 12:33;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
32788;0;RTXB2N6FTB;TG-4;G4W3;RTXB2N6FTB_G4W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;keine Arbeitszeit;1;0;Urlaub;;;Urlaub ;20.06.2022 11:09;20.06.2022 11:10;77;20.06.2022 11:10;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
5437;0;SP2UYT6YZU;TG-1;G1W1;SP2UYT6YZU_G1W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;Unterrichtsausfall (Klasse war weg), vergleichsweise wenig zu tun als Abteilungsassistenz (das ist sonst deutlich mehr);Ich gehe Fahrrad fahren und nutze unsere Sauna. Das habe ich auch diese Woche getan, als ich mich über eine Diskussion mit manchen KuK geärgert habe.;Rad fahren ist immer hilfreich. Ich fahre auch mit dem Rad zur Schule, nach spätestens 2/3 der Strecke ist aller Stress und Ärger weg. Und gute Ideen kommen mir auf der Fahrt oft auch.;FS-Sitzung am Dienstag und Bestrebungen gerade junger KuK, Unterricht und Bewertung möglichst gleichzuschalten, um unangenehmen Diskussionen mit SuS aus dem Weg zu gehen mit darüber hinaus übergriffigen Beschränkungen der päd. Freiheit d. einzelnen Lehrer;20.03.2022 18:14;20.03.2022 18:27;758;20.03.2022 18:27;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
42106;0;SP2UYT6YZU;TG-1;G1W5;SP2UYT6YZU_G1W5;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;keine Arbeitszeit;;1;0;Weil ich Ferien gemacht habe.;;;;07.08.2022 09:56;07.08.2022 09:57;52;07.08.2022 09:57;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
28382;0;SRHWAQG1VZ;TG-5;G5W2;SRHWAQG1VZ_G5W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;1;;;;0;;;0;0;;Sport: Fahrrad fahren, Joggen, Boxen am Boxsack;"Beim Sport werden die Gedanken vom Schulgeschehen weggelenkt; ich denke in dem Moment nicht mehr an schulische Dinge.";Nein, nichts besonderes.;23.05.2022 21:22;23.05.2022 21:26;240;23.05.2022 21:26;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
32628;0;UTVF8LAE7Z;TG-4;G4W3;UTVF8LAE7Z_G4W3;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;keine Arbeitszeit;1;0;Urlaub ;;;Urlaub ;19.06.2022 08:02;19.06.2022 08:02;49;19.06.2022 08:02;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
5511;0;V7ES1FBHA6;TG-1;G1W1;V7ES1FBHA6_G1W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;1;;;;0;;;0;0;;Bewusst geatmet und Wasser getrunken. Kurze Meditation.;Hilfreich.;Positiv: die Fortbildung Tanz auf dem Vulkan. Negativ: Organisation von Auffangen der Stunden für das restliche Schuljahr. Positiv: ich habe super Kollegen/ Kolleginnen die sich mit einbringen und wir gemeinsam eine Lösung gefunden haben. ;20.03.2022 20:33;20.03.2022 20:42;534;20.03.2022 20:42;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
12762;0;VL3Z9GD78G;TG-3;G3W1;VL3Z9GD78G_G3W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;0;;;;0;;;0;0;Ich habe mir die Stunden nicht notiert, daher weiss ich die Anzahl nicht;Versucht alles noetige zu erledigen;So eine bloede Frage.;Ukraine Krieg;04.04.2022 09:54;04.04.2022 09:57;197;04.04.2022 09:57;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
9127;0;VV7LD859HP;TG-2;G2W1;VV7LD859HP_G2W1;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;1;;;;0;;;0;0;;;;;27.03.2022 19:36;27.03.2022 19:39;161;27.03.2022 19:39;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
26135;0;VV7LD859HP;TG-2;G2W2;VV7LD859HP_G2W2;00:00;00:00;00:00;00:00;00:00;00:00;00:00;00:00;0,00;1;;;;0;;;0;0;;;;Bitte entnehmen Sie die Zeiten aus der täglichen Erfassung.;01.05.2022 20:19;17.05.2022 22:25;1389970;17.05.2022 22:25;41;00:00;00:00;00:00;00:00;00:00;00:00;00:00;;
